KEY,COLUMN_2,COLUMN_3
PassingShip_Progress.OnFull.ActionDescription,I can hear the ship's horn!,I can hear the ship's horn!
PassingShip_CardInteractions[0].ActionName,Wave Flare!,Wave Flare!
PassingShip_CardInteractions[1].ActionName,Wave Torch!,Wave Torch!
PassingShip_CardInteractions[2].ActionName,Signal!,Signal!
PassingShip_CardInteractions[3].ActionName,Wave Candle!,Wave Candle!
PassingShip_DismantleActions[0].ActionName,Wave hands & Scream!,Wave hands & Scream!
Puddle_CardName,Dry Puddle,Dry Puddle
Puddle_CardDescription,A natural water reserve.,A natural water reserve.
Puddle_FuelCapacity.CardStatName,Mosquito Protection,Mosquito Protection
Puddle_CardInteractions[0].ActionName,Dig Up Mud,Dig Up Mud
Puddle_CardInteractions[1].ActionName,Dig Up Dirt,Dig Up Dirt
Puddle_CardInteractions[2].ActionName,Mosquito Protection,Mosquito Protection
Puddle_DismantleActions[0].ActionName,Dig up Mud,Dig up Mud
Puddle_DismantleActions[1].ActionName,Dig up Dirt,Dig up Dirt
RainCatcher_CardName,Rain Catcher,Rain Catcher
RainCatcher_DismantleActions[0].ActionName,Dismantle,Dismantle
SeagullNest_CardName,Seagull Nest,Seagull Nest
SeagullNest_CardDescription,You just found a nest. You could try climbing to it. Perhaps you could find some eggs inside.,You just found a nest. You could try climbing to it. Perhaps you could find some eggs inside.
SeagullNest_OnStatsChangeActions[0].ActionName,Cleared,Cleared
SeagullNest_DismantleActions[0].ActionName,Climb,Climb
SharkVisitor_CardName,Shark,Shark
SharkVisitor_CardDescription,A shark seems to be following me closely. Should probably avoid the water for now.,A shark seems to be following me closely. Should probably avoid the water for now.
SharkVisitor_SpoilageTime.CardStatName,Counter,Counter
SharkVisitor_UsageDurability.CardStatName,Leave,Leave
SharkVisitor_UsageDurability.OnZero.ActionDescription,The shark has left,The shark has left
SharkVisitor_DismantleActions[0].ActionName,Attack with Spear!,Attack with Spear!
SmallPalm_CardName,Small Palm,Small Palm
SmallPalm_CardDescription,"A small palm, could cut it down to get a long stick and some fronds.","A small palm, could cut it down to get a long stick and some fronds."
SmallPalm_CardInteractions[0].ActionName,Cut Tree,Cut Tree
SmallTree_CardName,Small Tree,Small Tree
SmallTree_CardDescription,"A small tree, could cut it down to get a long stick.","A small tree, could cut it down to get a long stick."
SmallTree_CardInteractions[0].ActionName,Cut Tree,Cut Tree
SolarStill_CardName,Solar Still,Solar Still
SolarStill_CardDescription,I should fill it with palm fronds and put a water container inside.,I should fill it with palm fronds and put a water container inside.
SolarStill_CardInteractions[0].ActionName,Add leaves,Add leaves
SolarStill_DismantleActions[0].ActionName,Dismantle,Dismantle
SolarStill_InventorySlotsText,DRAG CONTAINER,DRAG CONTAINER
SolarStill_CookingConditions.CookingPausedNotification,Needs more leaves.,Needs more leaves.
SolarStill_CookingRecipes[0].ActionName,Continue Filling,Continue Filling
SolarStill_CookingRecipes[1].ActionName,Start Filling,Start Filling
TropicalAlmondTreeYoung_CardName,Young Almond Tree,Young Almond Tree
TropicalAlmondTreeYoung_CardDescription,"A young tree, it will grow into a tropical almond tree.","A young tree, it will grow into a tropical almond tree."
TropicalAlmondTreeYoung_Progress.OnFull.ActionDescription,Almond Tree has matured,Almond Tree has matured
TropicalAlmondTreeYoung_CardInteractions[0].ActionName,Cut Tree,Cut Tree
WaterFilter_CardName,Water Filter,Water Filter
WaterFilter_CardDescription,Purifies unsafe water.,Purifies unsafe water.
WaterFilter_CardInteractions[0].ActionName,Fill,Fill
WaterFilter_CardInteractions[1].ActionName,Demolish,Demolish
WaterFilter_InventorySlotsText,DRAG CONTAINER,DRAG CONTAINER
WaterFilter_CookingConditions.CookingPausedNotification,Needs more water.,Needs more water.
WaterFilter_CookingRecipes[0].ActionName,Continue Filling,Continue Filling
WaterFilter_CookingRecipes[1].ActionName,Start Filling,Start Filling
WaterReservoir_CardName,Reservoir,Reservoir
WaterReservoir_CardDescription,A large water container.,A large water container.
WaterReservoir_FuelCapacity.CardStatName,Mosquito Protection,Mosquito Protection
WaterReservoir_CardInteractions[0].ActionName,Mosquito Protection,Mosquito Protection
WaterReservoir_DismantleActions[0].ActionName,Start Irrigating,Start Irrigating
WaterReservoirFull_CardName,Reservoir,Reservoir
WaterReservoirFull_CardDescription,A large water container.,A large water container.
WaterReservoirFull_FuelCapacity.CardStatName,Mosquito Protection,Mosquito Protection
WaterReservoirFull_SpecialDurability1.OnZero.ActionName,Replace,Replace
WaterReservoirFull_CardInteractions[0].ActionName,Mosquito Protection,Mosquito Protection
WaterReservoirFull_DismantleActions[0].ActionName,Start Irrigating,Start Irrigating
WaterReservoirIrrigating_CardName,Reservoir (irrigating),Reservoir (irrigating)
WaterReservoirIrrigating_CardDescription,A large water container.,A large water container.
WaterReservoirIrrigating_FuelCapacity.CardStatName,Mosquito Protection,Mosquito Protection
WaterReservoirIrrigating_CardInteractions[0].ActionName,Mosquito Protection,Mosquito Protection
WaterReservoirIrrigating_DismantleActions[0].ActionName,Stop Irrigating,Stop Irrigating
Well_CardName,Well,Well
Well_CardDescription,I should wait for it to refill.,I should wait for it to refill.
WildJujube_CardName,Wild Jujube,Wild Jujube
WildJujube_CardDescription,It has edible fruits and plenty of leaves.,It has edible fruits and plenty of leaves.
WildJujube_Progress.CardStatName,Jujube Growth,Jujube Growth
WildJujube_Progress.OnFull.ActionDescription,Tree has Fruits again!,Tree has Fruits again!
WildJujube_CardInteractions[0].ActionName,Cut Down,Cut Down
WildJujube_DismantleActions[0].ActionName,Harvest,Harvest
WildJujubeCleared_CardName,Cleared Wild Jujube,Cleared Wild Jujube
WildJujubeCleared_CardDescription,It has lots of leaves.,It has lots of leaves.
WildJujubeCleared_Progress.CardStatName,Jujube Growth,Jujube Growth
WildJujubeCleared_Progress.OnFull.ActionDescription,Tree has Fruits again!,Tree has Fruits again!
WildJujubeCleared_CardInteractions[0].ActionName,Cut Down,Cut Down
OpenSea_Calm_CardName,Calm,Calm
OpenSea_Calm_CardDescription,No wind,No wind
OpenSea_Favourable_CardName,Favourable Wind,Favourable Wind
OpenSea_StormBehind_CardName,Storm Behind,Storm Behind
OpenSea_StormBehind_CardDescription,It's raining and there are strong winds behind me.,It's raining and there are strong winds behind me.
OpenSea_StormBehind_DismantleActions[0].ActionName,Drink rain water,Drink rain water
OpenSea_StormFront_CardName,Storm Front,Storm Front
OpenSea_StormFront_CardDescription,It's raining and there are strong winds against me.,It's raining and there are strong winds against me.
OpenSea_StormFront_DismantleActions[0].ActionName,Drink rain water,Drink rain water
OpenSea_UnFavourable_CardName,Unfavourable Wind,Unfavourable Wind
OpenSea_UnFavourable_CardDescription,Unfaourable Wind,Unfaourable Wind
OpenSea_VeryFavourable_CardName,Very Favourable Wind,Very Favourable Wind
OpenSea_VeryFavourable_CardDescription,Very Favourable wind,Very Favourable wind
OpenSea_VeryUnFavourable_CardName,Very Unfavourable Wind,Very Unfavourable Wind
OpenSea_VeryUnFavourable_CardDescription,Very Unfavourable wind,Very Unfavourable wind
TropicalIsland_Clear_CardName,Clear,Clear
TropicalIsland_Clear_CardDescription,The sky is clear and calm.,The sky is clear and calm.
TropicalIsland_ClearStart_CardName,Clear,Clear
TropicalIsland_ClearStart_CardDescription,The sky is clear and calm.,The sky is clear and calm.
TropicalIsland_Cloudy_CardName,Cloudy,Cloudy
TropicalIsland_Cloudy_CardDescription,It's quite cloudy. Hopefully it will rain.,It's quite cloudy. Hopefully it will rain.
TropicalIsland_CloudyStart_CardName,Cloudy,Cloudy
TropicalIsland_CloudyStart_CardDescription,It's quite cloudy. Hopefully it will rain.,It's quite cloudy. Hopefully it will rain.
TropicalIsland_HeavyRain_CardName,Heavy Rain,Heavy Rain
TropicalIsland_HeavyRain_CardDescription,It's raining heavily. I should make sure I have shelter and store water for the coming days.,It's raining heavily. I should make sure I have shelter and store water for the coming days.
TropicalIsland_HeavyRainLong_CardName,Heavy Rain,Heavy Rain
TropicalIsland_HeavyRainLong_CardDescription,It's raining heavily. I should make sure I have shelter and store water for the coming days.,It's raining heavily. I should make sure I have shelter and store water for the coming days.
TropicalIsland_HeavyRainStart_CardName,Heavy Rain,Heavy Rain
TropicalIsland_HeavyRainStart_CardDescription,It's raining heavily. I should make sure I have shelter and store water for the coming days.,It's raining heavily. I should make sure I have shelter and store water for the coming days.
TropicalIsland_LightRain_CardName,Light Rain,Light Rain
TropicalIsland_LightRain_CardDescription,It's raining. I should make sure I have some shelter and store water for the coming days.,It's raining. I should make sure I have some shelter and store water for the coming days.
TropicalIsland_LightRainStart_CardName,Light Rain,Light Rain
TropicalIsland_LightRainStart_CardDescription,It's raining. I should make sure I have some shelter and store water for the coming days.,It's raining. I should make sure I have some shelter and store water for the coming days.
TropicalIsland_PartiallyCloudy_CardName,Partially Cloudy,Partially Cloudy
TropicalIsland_PartiallyCloudy_CardDescription,It's getting cloudy. With some luck it might rain.,It's getting cloudy. With some luck it might rain.
TropicalIsland_Storm_CardName,Storm,Storm
TropicalIsland_Storm_CardDescription,I should stay away from the coast and seek shelter.,I should stay away from the coast and seek shelter.
TropicalIsland_StormStart_CardName,Storm,Storm
TropicalIsland_StormStart_CardDescription,I should stay away from the coast and seek shelter.,I should stay away from the coast and seek shelter.
Tmp_StrandedJournal_CardName,Journal,Journal
Tmp_StrandedJournal_DismantleActions[0].ActionName,Read Journal,Read Journal
LegacySet_SetName,Accessible,Accessible
TypewriterSet_SetName,Stylized,Stylized
DemoCharacter_CharacterName,Character Example,Character Example
DemoCharacter_CharacterDescription,Having trouble surviving? Try this character. ;)\n\nIn the full game you can create characters by choosing their perks\n\nThis custom character starts with a liferaft and a trunk full of supplies among many other things.,Having trouble surviving? Try this character. ;)\n\nIn the full game you can create characters by choosing their perks\n\nThis custom character starts with a liferaft and a trunk full of supplies among many other things.
EasyMode_PackageName,Easy Mode,Easy Mode
Farmer_CharacterName,Farmer,Farmer
Farmer_CharacterDescription,"Having nowhere else to go you were brought to this island to live at your grandfather's farm.\n\nUnfortunately, not a week had passed when a terrible hurricane hit the island, destroying most of the crops and animal enclosures. The farm now lies in ruins and your grandfather has fallen sick and unresponsive. \n\nWill you be able to repair the farm and nurse your grandfather back to health?","Having nowhere else to go you were brought to this island to live at your grandfather's farm.\n\nUnfortunately, not a week had passed when a terrible hurricane hit the island, destroying most of the crops and animal enclosures. The farm now lies in ruins and your grandfather has fallen sick and unresponsive. \n\nWill you be able to repair the farm and nurse your grandfather back to health?"
Hunter_CharacterName,Hunter,Hunter
Hunter_CharacterDescription,"You have arrived to the island on your own, with nothing but the bare necessities. \n\nThe evil spirits thirst for your unravelling, the good ones clamour your name, they want you to join them!\nYet you are not ready. You must first understand the shape of your own soul.\n\nYour old life is no more. Now there is only the skies, the island and the sea.","You have arrived to the island on your own, with nothing but the bare necessities. \n\nThe evil spirits thirst for your unravelling, the good ones clamour your name, they want you to join them!\nYet you are not ready. You must first understand the shape of your own soul.\n\nYour old life is no more. Now there is only the skies, the island and the sea."
Mermaid_CharacterName,Mermaid,Mermaid
Mermaid_CharacterDescription,"From the waves you emerge, pregnant with a child sired by the ocean.\nThis isolated island shall be your nesting ground.\n\nA creature of the depths, your skin must be kept moist and away from the sun, yet you can also drink seawater as if it were fresh, and see through darkness as if there were light.\nYour hunger is great yet only flesh can give you and your unborn one the nourishment you crave.\n\nSurvive and thrive, daughter of the sea... and await for the arrival of your child!","From the waves you emerge, pregnant with a child sired by the ocean.\nThis isolated island shall be your nesting ground.\n\nA creature of the depths, your skin must be kept moist and away from the sun, yet you can also drink seawater as if it were fresh, and see through darkness as if there were light.\nYour hunger is great yet only flesh can give you and your unborn one the nourishment you crave.\n\nSurvive and thrive, daughter of the sea... and await for the arrival of your child!"
NormalGuy_CharacterName,Normal Guy,Normal Guy
NormalGuy_CharacterDescription,"A completely ordinary and very average human. Nothing special, really.\n\nPros:\n- No Cons\nCons:\n- No Pros\n\n<b> The standard experience. </b>","A completely ordinary and very average human. Nothing special, really.\n\nPros:\n- No Cons\nCons:\n- No Pros\n\n<b> The standard experience. </b>"
Survivalist_CharacterName,Survivalist,Survivalist
Survivalist_CharacterDescription,"You flew to the nearest city a week ago, ready to embark on the adventure of your life.\n\nAfter leaving your affairs in order and securing the necessary supplies you managed to find a local fisherman that was willing to take you to an isolated island for a low price.\n\nYou are there now, not a single soul in the island but you. \nYoung, strong and prepared, you are in your element.","You flew to the nearest city a week ago, ready to embark on the adventure of your life.\n\nAfter leaving your affairs in order and securing the necessary supplies you managed to find a local fisherman that was willing to take you to an isolated island for a low price.\n\nYou are there now, not a single soul in the island but you. \nYoung, strong and prepared, you are in your element."
Tourist_CharacterName,Tourist,Tourist
Tourist_CharacterDescription,"It was supposed to be the perfect holiday... but your plane had to crash in the middle of nowhere.\n\nYou are short sighted, your skin and the sun don't get along well, and you know bugs are going to eat you alive like they always do...\nOh, and you're bleeding, to death! This is not going to be nice.\n\nAt least you have enough fat stored in your body to last for a while, if you manage to stop the bleeding!","It was supposed to be the perfect holiday... but your plane had to crash in the middle of nowhere.\n\nYou are short sighted, your skin and the sun don't get along well, and you know bugs are going to eat you alive like they always do...\nOh, and you're bleeding, to death! This is not going to be nice.\n\nAt least you have enough fat stored in your body to last for a while, if you manage to stop the bleeding!"
